title,year,duration,genre,rating,movie_url
Idi i smotri,1985,2h 22m,"Drama,Thriller,War",8.4,https://www.imdb.com/title/tt0091251/
Forrest Gump,1994,2h 22m,"Drama,Romance",8.8,https://www.imdb.com/title/tt0109830/
Interstellar,2014,2h 49m,"Adventure,Drama,Sci-Fi",8.7,https://www.imdb.com/title/tt0816692/
One Flew Over the Cuckoo's Nest,1975,2h 13m,Drama,8.7,https://www.imdb.com/title/tt0073486/
Fight Club,1999,2h 19m,Drama,8.8,https://www.imdb.com/title/tt0137523/
The Lord of the Rings: The Two Towers,2002,2h 59m,"Action,Adventure,Drama",8.8,https://www.imdb.com/title/tt0167261/
The Godfather: Part II,1974,3h 22m,"Crime,Drama",9.0,https://www.imdb.com/title/tt0071562/
Schindler's List,1993,3h 15m,"Biography,Drama,History",9.0,https://www.imdb.com/title/tt0108052/
Pulp Fiction,1994,2h 34m,"Crime,Drama",8.9,https://www.imdb.com/title/tt0110912/
The Lord of the Rings: The Fellowship of the Ring,2001,2h 58m,"Action,Adventure,Drama",8.9,https://www.imdb.com/title/tt0120737/
12 Angry Men,1957,1h 36m,"Crime,Drama",9.0,https://www.imdb.com/title/tt0050083/
The Dark Knight,2008,2h 32m,"Action,Crime,Drama",9.1,https://www.imdb.com/title/tt0468569/
The Lord of the Rings: The Return of the King,2003,3h 21m,"Action,Adventure,Drama",9.0,https://www.imdb.com/title/tt0167260/
The Godfather,1972,2h 55m,"Crime,Drama",9.2,https://www.imdb.com/title/tt0068646/
The Shawshank Redemption,1994,2h 22m,Drama,9.3,https://www.imdb.com/title/tt0111161/
